song_name,region,info,song_content
Kayada Kuzi Gördüm (Limon Limonli Yarim),Ardahan,Ardahan/Göle/Hoştülbent	Köyü-Süleyman Kızılateş-Cemile Kızılateş-Aysel Akdoğan-Orhan Bahçıvan,"Kayada Kuzi Gördüm            Limon Limon Limonli Yarim Kayada Kuzi Gördüm            Limonda Yandi Canım Tuyu Kırmızi Gördüm           Limon Limon Limonli Yarim Tuyu Kırmızi Gördüm           Limonda Yandi Canım Kurban Olem Bu Köye           Limon Limon Limonli Yarim Kurban Olem Bu Köye           Limonda Yandi Canım Sevdigim Kızi Gördüm          Limon Limon Limonli Yarim Sevdigim Kızi Gördüm          Limonda Yandi Canım Limon Biçahlanur Mi            Limon Limon Limonli Yarim Limon Biçahlanur Mi            Limonda Yandi Canım Köki Saçahlanur Mi             Limon Limon Limonli Yarim Köki Saçahlanur Mi             Limonda Yandi Canım Anasının Yanında                Limon Limon Limonli Yarim Anasının Yanında                Limonda Yandi Canım  Kızi Kucahlanur Mi              Limon Limon Limonli Yarim Kızi Kucahlanur Mi              Limonda Yandi Canım  Not: Karşide Kuzi Gördüm Türküsünün Söz Olarak Varyantıdır. Limon: Genelde Kız İsimi Olarak Bilinir. Eskilerde Çok Yoğun  Olarak Konulan Bir İsimdi. Şimdilerde Pek Görülmüyor.  Limon Sözcüğü Üstünde Tecnis Yapılarak Söylenen Bir Türküdür.  Birinci Anlamı, Bildiğimiz Limon, İkinci Anlamı İse Kız Adı, İsim."
Kayadan Ot Yolarım,Yozgat,Yozgat-Yöre Ekibi-TRT İstanbul,Kayadan Ot Yolarım (Loli) Parmağıma Dolarım (Loli) Çok Söyleme Kaynana (Loli) Saçlarımı Yolarım (Loli)  Haydi Un Eleyiver (Loli)  Şöle Döneleyiver (Loli)  Kayaların Üstünde (Loli)  Yat Da Yuvarlanıver (Loli) Loli Demeye Geldim (Loli) Kaymak Yemeğe Geldim (Loli) Kaymakda Baba Çıksın (Loli) Yâri Görmeye Geldim (Loli)  Haydi Un Eleyiver (Loli)  Şöle Döneleyiver (Loli)  Kayaların Üstünde (Loli)  Yat Da Yuvarlanıver (Loli)
Kayadan İndirdiler ,Bartın,Bartın-Vahdet Gizli-Şinasi Ünyeli-Muzaffer Sarısözen,Kayadan İndirdiler (Aman) Kır Ata Bindirdiler Alt'aylık Mahpusluğu (Aman) Üç Aya İndirdiler  Mis Pamuğum  Nerelerde Kaldın Göz Yanuğum Bartın Yolu Düzdedir (Aman) Top Zülüfler Yüzdedir Delikanlı Gözleri (Aman) İnce Belli Kızdadır  Mis Pamuğum  Nerelerde Kaldın Göz Yanuğum
Kayalar Aşamazsun,Trabzon,Trabzon/Maçka-Necati Genç-TRT,Kayalar Aşamazsun Alduğun Yaşamasun Ben Sevdim Eller Aldı Mevlam Bağışlamasun Ben Nasıl Çıkacağım Kayanın Bayırını Ben Sevdim Eller Aldı Görmesun Hayırını Gürgen Vereyum Ateş Beni Yanay Beni Sarıldı Boğazıma Sen Alacasın Beni Al Tavan Tekkeleri Belleyirum Yerleri Zamanında Vermedun Sen Böyle Haberleri Ozandan Geçe Geçe Ozanı Heceledum Güldüm De Dedum Ona Yeni Sevda Eyledum
Kayalar Buz Bağlamış,Kırşehir,Kırşehir/Kaman/Yenice-Raci Alkır-Erkan Sürmen,Kayalar Buz Bağlamış (Hızmalım Aman) Avcılar İz Bağlamış Yeri Gül Boylum Yeri El Getti Kalma Geri Yârdan Bana Gan Teri Şerbet Et De Ver Beri  Kendisi Hokkali Yârim  Şalvar Dökmeli Yârim  Nişanlıya Varırken  Şöyle Sekmeli Yârim Kayalar Merdin Merdin (Hızmalım Aman) Kimbilir Kimin Derdin Yeri Gül Boylum Yeri El Getti Kalma Geri Yârdan Bana Gan Teri Şerbet Et De Ver Beri  Kendisi Hokkali Yârim  Şalvar Dökmeli Yârim  Nişanlıya Varırken  Şöyle Sekmeli Yârim
Kayalar Kadı Olurdu,,Aşık Mahzuni Şerif,Kayalar Kadı Olurdu Akıllar Yaşta Olsaydı Yeşil Mezar Türkü Söyler Keramet Taşta Olsaydı Güle Bülbül Konar Mıydı Öter Öter Bunar Mıydı Bahar Çiçek Sunar Mıydı Kabahat Kışta Olsaydı Toprak Olur Ağa Paşa Gel De Şu Dünyada Yaşa Düşmezdi Gardaş Gardaşa İstanbul Muşta Olsaydı Beni Gören Birşey Sanmaz Dünyayı İçenler Kanmaz Mahzuni'nin Kalbi Yanmaz Sevdası Başta Olsaydı
Kayalar Kayalar Da Yüksek Kayalar,Kayseri,Kayseri-Emminin Mehmet Ağa-Emin Aldemir,Kayalar Kayalar Da Yüksek Kayalar (Aman)  Aman Aman Aman Sebeb Aman Aman Aman Kayanın Ardında Da Keklik Yayalar Aman  Aman Aman Aman Sebeb Aman Aman Aman Öğleyinen (Aman) İkindinin Arası (Aman)  Aman Aman Aman Sebeb Aman Aman Aman Yaktı Beni (Aman) Kaşlarının Karası (Aman)  Aman Aman Aman Sebeb Aman Aman Aman
Kayalar Kayalar Yüksek Kayalar,Kayseri,Kayseri/Bünyan-Adnan Türköz-Adnan Türköz,Kayalar Kayalar Yüksek Kayalar (Aman) Kayanın Ardında Keklik Yayalar (Ey) Yar Göğsün Üstünde Bergüzar Durur Gizli Yad Ellerden Nişan Sayarlar (Ey)  Hele De Hele Şu Yavrunun Oynayışı  Irakıya Meze Yollayışı  Top Zülfünü Sallayışı Derya Kenarında Balık Avlarım (Aman) Ben Gönlümü Altın Tele Bağlarım (Ey) Gül Yarimin Göçü Yüklenmiş Gider Ardı Sıra Bakar Bakar Ağlarım (Ey)  Hele De Hele Şu Yavrunun Oynayışı  Irakıya Meze Yollayışı  Top Zülfünü Sallayışı
Kayalar Kölgelendi-1,Sivas,Sivas/Şarkışla-Nurşen Sarıca-Metin Eryürek,Kayalar Kölgelendi Güzeller Suya İndi (Güzeller Halkalandı) Her Güzelde Bir Gülüş Yine Can Tazelendi Kayaların Yılanı Gel Dolanı Dolanı İnsan Görüp Sevmez Mi (Adam Görüp Sevmez Mi) Ayağına Geleni Avluya Kuş Tünedi Yeşil İdi Ganadı Senin Gibi Yiğidin  Çoğu Beni Sınadı  Avcum Dolu Gümüşten Anlamadım Bu İşten Beni Yârdan Ayıran Bacım İle Eniştem
Kayalar Kölgelendi-2,Kerkük,Kerkük-Ekrem Duzu-Mehmet Özbek,Kayalar Kölgelendi Gözeller Suya Endi Her Gözelden Bir Gülüş Yaralar Tazelendi  Gülüm Güller Zarınan  Vazgeçmerem Yarımnan  Göğercinler Gök Girip  Hepsi De O Yar Derdinden Apardılar Gülümü Eylediler Zulumu Ne Koydular Şad Olup Ne Kestiler Dilimi  Gülüm Güller Zarınan  Vazgeçmerem Yarımnan  Göğercinler Gök Girip  Hepsi De O Yar Derdinden Yürüşü Kaza Benzer Boyu Rakkaza Benzer Bir Gün Seni Görmezsem Bir Kış Bir Yaza Benzer  Gülüm Güller Zarınan  Vazgeçmerem Yarımnan  Göğercinler Gök Girip  Hepsi De O Yar Derdinden
Kayalar Yarılmasın,Nevşehir,Nevşehir/Ürgüp-Ali Baran Numanoğlu-Muzaffer Sarısözen,Kayalar Yarılmasın Söyleyin Yar Darılmasın Darılırsa Darılsın Ellere Sarılmasın  Nesine De Yavrum Nesine  Sigara Da Koymuş Fesine Kayalar Engin Olsa Nişanlım Zengin Olsa Zenginliğin Aramam O Benim Dengim Olsa  Nesine De Yavrum Nesine  Sigara Da Koymuş Fesine Kayalar Kaynağında Al Kınalar Parmağında Ben Yarimi Kaybettim Ürgüp'ün Oymağından  Nesine De Yavrum Nesine  Sigara Da Koymuş Fesine
Kayaların Arını,Ankara,Ankara-Zekeriya Bozdağ-Nida Tüfekçi,Kayaların Arını Süpürseler Karını Şu Benim Dar Günümde Gönderseler Yarimi  Seni Gidi Mavilim Seni  Yaktın Yandırdın Beni  Üç Beş Gün Arasında  Gül Gibi Soldurdun Beni Kayalar Merdim Merdim Kimbilir Kimin Derdin Ağaçlar Kalem Olsa Yazılmaz Benim Derdim  Seni Gidi Mavilim Seni  Yaktın Yandırdın Beni  Üç Beş Gün Arasında  Gül Gibi Soldurdun Beni Kayalar Kertişiyor Keklikler Ötüşüyor Eller Yar Yar Dedikçe Yüreğim Tutuşuyor  Seni Gidi Mavilim Seni  Yaktın Yandırdın Beni  Üç Beş Gün Arasında  Gül Gibi Soldurdun Beni
Kayalıca'nın Daşları,Balıkesir,Balıkesir/Dursunbey-Hasan Ateşbahar-Hayati Meriç-Abdullah Dar-Nebi Tebe-Rıza Hekimoğlu-TRT,Kayalıca'nın Daşları Sarı Da Sarı Saçları Kefenimi Isladır Ela Gözün Yaşları Mehmet Sen Vurdun Beni Gençliğime Doymadan Al Gelinler Olmadan Hediyemi Verdiler Kendisi Ölmüş Dediler Cenazemi Kaldıranlar Onbeş Altın Yediler Sarı Sarı Saçlı Zeyneb'im Al Gelinler Olmadan Gençliğime Doymadan
Kayanın Bedenleri (Çay Kuşu),Ankara,Ankara/Beypazarı-İhsan Ünlüsan-Ali Canlı,Kayanın Bedenleri Çevirin Gidenleri Ne Hoş Yazma Bağlıyor Beypazarı Güzelleri  Amanın Amanın Da Çay Kuşum  Nerelerde Kaldın Ninnoşum  Çok İçmişim Serhoşum Kayalar Bitişiyor Keklikler Ötüşüyor Eller Yârim Dedikçe Ciğerim Tutuşuyor  Amanın Amanın Da Çay Kuşum  Nerelerde Kaldın Ninnoşum  Çok İçmişim Serhoşum Kayalar Merdin Merdin Kim Bilir Kimin Derdin Ağaçlar Kalem Olsa Yazılmaz Benim Derdim  Amanın Amanın Da Çay Kuşum  Nerelerde Kaldın Ninnoşum  Çok İçmişim Serhoşum
Kayanın Dibinde Malmı Yayılır,Malatya,Malatya/Arguvan-Pehlül Alkan-Muharrem Temiz,Kayanın Dibinde Malmı Yayılır Döşeğin Üstünde Narmı Soyulur Bir Gün Görmeyinen Yarmı Sevilir Gecesi Gündüzü Bir Olmayınca Karanfil Ekmişim Gül Ekmemişim Unutmuş Dibine Su Dökmemişim Sanki Ben Ayrılık Hiç Çekmemişim Çekerim Ayrılık Seni Bir Zaman Her Sabah Her Sabah Uyanamazsın  Sabahın Yeline Dayanamazsın Sende Dersin Benden Başka Yar Yoktur Gine Deli Gönül Buldu Bir Tane
Kayaser'Dir Yolumuz,Manisa,Manisa-Haydar Bayçın-Mustafa Kantar-Mustafa Hoşsu,Kayaser'dir Yolumuz Mencilis Mi Kurdunuz Yedi Benli Nadire'yi Bana Çok Mu Gördünüz (Gurşun Aman Değil Gama) Yuvalı Da Potin Ayakta Ne Gezersin Hayat Da Ne Gezmiyem Hayat Da Gan Akıyo Sokakda (Gurşun Aman Değil Gama) Gurşun Attım Delikten Hekim Gelsin Firekten Fındık Memet Vurulmuş Gan Akıyo Gömlekten  (Gurşun Aman Değil Gama) Gurşun Attım Cıvladı Yüreğimi Dağladı Gidi Dervişin Memet Beni Gafil Avladı  (Gurşun Aman Değil Gama) Sıra Sıra Mersinler Kayaser'ye Gelsinler Fındık Memet Vurulmuş Karakola Haber Versinler (Gurşun Aman Değil Gama)
Kayayı Gırcı Tuttu (İlvanlım),Çorum,Çorum/Alaca-Musa Yenilmez-Sümer Ezgü,Gayayı Gırcı Duttu   İlvanlım İlvanlım İlvanlım Aman Aman Dibini Burcu Duttu Da  Al Fistanlım Gaytanlım Bizde Bir Yar Sevmeynen İlvanlım  İlvanlım İlvanlım Aman Aman Köyü Bir Sancı Tuttu  Al Fistanlım Gaytanlım Guşburnuyu Budarlar İlvanlım  İlvanlım İlvanlım Aman Aman Işgın Sürmesin Deyi De  Al Fistanlım Gaytanlım Bizi Köyden Govarlar İlvanlım  İlvanlım İlvanlım Aman Aman Güzel Sevmesin Deyi De  Al Fistanlım Gaytanlım.  Zülüf Kısa Yüz Örtmez İlvanlım  İlvanlım İlvanlım Aman Aman Sevda Serinden Gitmez De  Al Fistanlım Gaytanlım Bu Gözler Seni Gördü İlvanlım  İlvanlım İlvanlım Aman Aman Gayrısına Meyletmez De  Al Fistanlım Gaytanlım
Kaymakçı'Dan Çıktım Başım Da Selamet,İzmir,İzmir/Ödemiş-Işık Dede-TRT,Kaymakçı'dan Çıkdım Başım Da Selamet İki De Mezar Arasında Koptu Kıyamet Beni Vuranı Sorarsan Çakırca Memet  Ağlama Da Zeynebim Ağlama Ne Gelir Elden  Benim De Çektiklerim Kendi Dilimden Kaymakçı'nın Yolları Demirden De Sert Çıkınca Yola Da Kişnedi Kırat Çakırcalı'nın Oğlu Görmesin Rahmet  Ağlama Da Zeynebim Ağlama Ne Gelir Elden  Benim De Çektiklerim Kendi Dilimden
Kaynar Kazan Taşmaz Mı-1,Bilecik,Bilecik/Gölpazarı-Mehmet Özköse-Ankara Devlet Konservatuarı,Kaynar Kazan Taşmaz Mı Yol Buradan Aşmaz Mı Sil Gözünün Yaşını Ayrılan Kavuşmaz Mı  Ar Geliyor   Yana Yana Bu Ayrılık   Zor Geliyor Bir Dalda İki Kiraz Biri Al Biri Beyaz Kurban Olduğum Allah Güzeli Güzele Yaz  Ar Geliyor   Yana Yana Bu Ayrılık   Zor Geliyor
Kaynar Kazan Taşmaz Mı-2,Çanakkale,Çanakkale/Ezine-Mine Oktar (Sezgin)-Ahmet Sezgin,Kaynar Kazan Taşmaz Mı Yol Buradan Aşmaz Mı Sil Gözünün Yaşını Ayrılan Kavuşmaz Mı  Asmada Üzümün Suyu Sıkılır  Yari Asker Olanın Canı Sıkılır Sevdiğim Sen Ağlama Kara Yazma Bağlama Giderim Tez Gelirim Ellere Bel Bağlama  Asmada Üzümün Suyu Sıkılır  Yari Asker Olanın Canı Sıkılır Uza Kavağım Uza Fındık Çubuğu Gibi Kız Beni Oyalıyon Beşik Çocuğu Gibi  Asmada Üzümün Suyu Sıkılır  Yari Asker Olanın Canı Sıkılır
Kayseri Mektebine Oldum Candarma,Orta Anadolu,Orta Anadolu-Refik Başaran-Plâktan Yazıldı,Kayseri Mektebine Oldum Candarma Nazlı Yârim El Sözüne Aldanma Benden Başka Yâr Seversen Güvenme  Yanayım Yanayım Da Derdime Yanayım  Kimse Fırsat Vermedi Gülem Oynayım Gönül Kasesini Kırdıktan Kelli Günül Askılakda Kaldıktan Kelli Nideyim Dünyanın Bol Olduğunu Nazlı Yârim Ellerinen Olduktan Kelli  Yanayım Yanayım Da Derdime Yanayım  Kimse Fırsat Vermedi Gülem Oynayım
Kazma Vurdum Çimene,Trabzon,Trabzon/Beşikdüzü-Ali Gürsoy-Kazım Gürsoy,Kazma Vurdum Çimene Çimenin Çiçeğine Allah Beni Kavuştur Yârin Güçcüceğine Vur Ekine Kazmayı Aktarma Alacağım Olmaz Böyle Sevdalık Düşüp Bayılacağım Saçma Atarım Saçma Oğuzköy Deresine Yemin Ettum Sevduğum Senden Geçmemesine
Kaçma Güzel Kaçma Ben Adam Yemem,Çankırı,Çankırı-Dobi Ahmet Altuner-Muzaffer Sarısözen,Kaçma Güzel Kaçma Ben Adam Yemem (Hey Aman Aman) Gizli Sırlarını Ellere Demem  Yavre Yavre Yavre  Ateşine Yandım  Seni Benim Sandım  Pek Gafil Avlandım İmaret De Güzellerin Malıdır (Hey Aman Aman) Lahuri Şal Al Fistanın Gülüdür (Hey)  Yavre Yavre Yavre  Ateşine Yandım  Seni Benim Sandım  Pek Gafil Avlandım Hey Ağalar Ben Bir Leyla Yitirdim (Hey Aman Aman) Mecnun Olup Dağ Başına Oturdum (Hey)  Yavre Yavre Yavre  Ateşine Yandım  Seni Benim Sandım  Pek Gafil Avlandım Benim Bir Derdimi Bine Götürdün (Hey Aman Aman) Bir De Sen Katma (Da) Meramın Nedir (Hey)  Yavre Yavre Yavre  Ateşine Yandım  Seni Benim Sandım  Pek Gafil Avlandım
Kaçındasın Gelin Ümmü Kaçında,Afyon,Afyon-Nezahat Bayram-Muzaffer Sarısözen,Kaçındasın Gelin Ümmü Kaçında vay Saraltınlar Delebiyor Saçında vay saçında vay saçında Gelin Ümmü Kaldı Çaylar İçinde vay   Kanlı Çaylar Nicettin Ümmümü vay  Ümmümü Vay Ümmümü Of Davulcusu Kaya Dibi Dolaştı vay Kara Haber Evlerine Ulaştı vay saçında vay saçında Seymanları Kuzu Gibi Meleşti vay  Kanlı Çaylar Nicettin Ümmümü vay  Ümmümü Vay Ümmümü Of
Kağıttan Biberim Var,Erzurum,Erzurum/Tortum-Narman-Yöre Ekibi-Muzaffer Yönden,Kağıttan Biberim Var (Da Le Leylam)  Güzelden Dilberim Var (Da Le Leylam) Güzel Gel Salınalım (Da Le Leylam) Bu Gençlikte Ölüm Var (Da Le Leylam) Çaya Aşağı Çağladım (Da Le Leylam) Yari Gördüm Ağladım (Da Le Leylam) Yari Sıtma Tutmuşu (Da Le Leylam) Isıtmayı Bağladım (Da Le Leylam) Çaya İndim Çay Susuz (Da Le Leylam) Kara Gözler Uykusuz (Da Le Leylam) Ellerin Yarı Gelmiş (Da Le Leylam) Hanı Bizim Hayırsız (Da Le Leylam)
Kağızman'a Ismarladım Nar Gele Nar Gele,Erzurum,Erzurum-Muharrem Akkuş-Nida Tüfekçi,Kağızman'a Ismarladım Nar Gele Nar Gele Gümüş Kemer İnce Bele Dar Gele Dar Gele Vay Dar Gele Dar Gele Vay Dar Gele Dar Gele Baharda Yayılır Kuzu Yan Yana Yan Yana Benim Yarim İnci Takar Gerdana Gerdana Vay Gerdana Gerdana Vay Gerdana Gerdana  Benim Yarim Güzellerden Bir Dane İçlerinde Sarı Saçlı Güldane Vay Güldane Güldane Vay Güldane Güldane
Kağızman'da Tuz Dağı,Kars,Kars/Kağızman-Aşık Şeref Taşlıova-Banttan Yazıldı,Kağızman'da Tuz Dağı (Turnam Turnam Dön Beri) Kar Yağdı Bastı Dağı (Yitirmişem Ben Yâri) Öyle Bir Yâr Sevmişem (Turnam Turnam Dön Beri) Eski Yâre Gözdağı (Yitirmişem Ben Yâri) Kağızman'ın Gülleri  (Turnam Turnam Dön Beri) Hoş Öter Bülbülleri (Yitirmişem Ben Yâri) Kızıl Gülle Bezerim (Turnam Turnam Dön Beri) Yârim Gezen Yolları (Yitirmişem Ben Yâri) Bu Dağın Maralıyam (Turnam Turnam Dön Beri) Telleri Karalıyam (Yitirmişem Ben Yâri) Yârımdan Ayırdılar (Turnam Turnam Dön Beri) Yürekten Yaralıyam (Yitirmişem Ben Yâri)
Kağızman'ın Harmanları Savrulur,Erzurum,Erzurum-Cazim Demir-Muzaffer Sarısözen,Kağızman'ın Harmanları Savrulur  (Gel Savrulur Amman El Yaman Gel) Savrulur Da Yandan Yana Devrülür (Gel)  Yandım Ey Amman Kağızman  Amman Ey Amman El Yaman Gel Kağızman'ın Güzelleri Allanır  (Gel Allanır Amman El Yaman Gel) Hanımları Yandan Yana Sallanır (Gel)  Yandım Ey Amman Kağızman  Amman Ey Amman El Yaman Gel Kağızman'a Vara Gele Usandım  (Gel Usandım Amman El Yaman Gel) Ayağıma Diken Battı Gül Sandım (Gel)  Yandım Ey Amman Kağızman  Amman Ey Amman El Yaman Gel Kağızman'ın Altı Bir İnce Dere  (Gel  Amman Ey Amman El Yaman Gel) Vurdular Nazlımı Serdiler Yere (Gel)  Yandım Ey Amman Kağızman  Amman Ey Amman El Yaman Gel
Kaşları Oydu Beni,Elazığ,Elazığ-Enver Demirbağ-Mehmet Özbek,Kaşları Oydu Beni Bir Güzel Vurdu Beni Vurup Öldürmedi Yaralı Koydu Beni  Ağam Mendilin Hani  Durmaz Parmağın Kanı  Benim Sevdiğim Sensin  Senin Sevdiğin Hani Kaşların Mildir Yârim Gel Beni Güldür Yârim Aramız Derya Deniz Gönlümüz Birdir Yârim  Ağam Mendilin Hani  Durmaz Parmağın Kanı  Benim Sevdiğim Sensin  Senin Sevdiğin Hani Kaşların Karadandır Hak Bizi Yaradandır Arif Olanlar Bilir Bu Sözler Neredendir  Ağam Mendilin Hani  Durmaz Parmağın Kanı  Benim Sevdiğim Sensin  Senin Sevdiğin Hani
Kaşların Dedi Beni,Sivas,Sivas/Şarkışla-Hüseyin Aslan-Muzaffer Sarısözen,Kaşların Dedi Beni (Yâr Yâr Yâr Yâr Yandım Yâr) Kurt Oldu Yedi Beni Bir Kötüye Sır Verdim (Yâr Yâr Yâr Yâr Yandım Yâr) Âleme Dedi Beni  Hop Bir Yana Biri Biri Yana  Yık O Yana Bu Yana  Mavi Düğme Mor Püskül  Yık Biri Yana Biri Biri Yana Kaşların Hilâl Eyle (Yâr Yâr Yâr Yâr Yandım Yâr) Bir Öptüm Helâl Eyle Ben Seni Alacağım (Yâr Yâr Yâr Yâr Yandım Yâr) Kendini Tımar Eyle  Hop Bir Yana Biri Biri Yana  Yık O Yana Bu Yana  Mavi Düğme Mor Püskül  Yık Biri Yana Biri Biri Yana Evleri Var Üst Başta (Yâr Yâr Yâr Yâr Yandım Yâr) Kunduram Kaldı Taşta Bizim Komşunun Kızı (Yâr Yâr Yâr Yâr Yandım Yâr) Akıl Koymadı Başta  Hop Bir Yana Biri Biri Yana  Yık O Yana Bu Yana  Mavi Düğme Mor Püskül  Yık Biri Yana Biri Biri Yana
Kaşların Karasına - 1,,Neşet Ertaş,Kaşların karasına Kurbanım arasına Ancak sen melhem olun Göynümün yarasına   İnce belinden (yarim)  Datlı dilinden (yarim)   Bir hatıra ver bana  Zülfün telinden (yarim)  Kaşların kara kara Açtı bağrıma yara Aşka tabip istemem Sensin derdime çare    İnce belinden (yarim)  Datlı dilinden (yarim)   Bir hatıra ver bana  Zülfün telinden (yarim)
Kaşların Karasına - 2,Sivas,Sivas/Zara-Zaralı Halil-Muzaffer Sarısözen,Kaşların Karasına (Vay Le Le Vay Le) Mim Çekmiş Arasına (Yar Yangınam Ben Vurgunam) Seni Merhem Diyorlar  (Vay Le Le Vay Le) Sinemin Yarasına  (Yar Yangınam Ben Vurgunam) Kaşların İnce Mince (Vay Le Le Vay Le) Ölürüm Görmeyince (Yar Yangınam Ben Vurgunam) Ben Senden Ayrılamam (Vay Le Le Vay Le) Kabire Girmeyince  (Yar Yangınam Ben Vurgunam)
Kaşların Karasına - 3,Çorum,Çorum/Sungurlu-Rıfat Özsaraç-Ali Canlı,Kaşların Karasına Gül Koydum Arasına Az Verdim Çok Yalvardım O Kızın Anasına  Haydi Gülüm Haydi Haydi  Gözlerin Beni Baydı  Ellerinen Olmuşsun  Bana Yaraman Gayrı Bahçeleri Bayırsız Etirafı Çayırsız Ellerin Yâri Gelmiş Hani Benim Hayırsız  Haydi Gülüm Haydi Haydi  Gözlerin Beni Baydı  Ellerinen Olmuşsun  Bana Yaraman Gayrı Kara Kaş Boyanır Mı Öpsem Yâr Uyanır Mı Yârim Orda Ben Burda Buna Can Dayanır Mı  Haydi Gülüm Haydi Haydi  Gözlerin Beni Baydı  Ellerinen Olmuşsun  Bana Yaraman Gayrı
Kaşların Karesine,Elazığ,Elazığ-Ahmet Süslü-Muzaffer Sarısözen,Kaşların Karesine (Uy) Gül Koydum Aresine Az Verdim Çok Yalvardım (Uy) Fiden'in Anasına Kaşların Kalem Kalem (Uy) Malım Yok Verem Alam Beni Baban Tutmaz Ki (Uy) Kapında Kölen Olam
Kaşların Keman Senin,Elazığ,Elazığ-Yöre Ekibi-Aliye Akkılıç,Kaşların Keman Senin Elinden Aman Senin Derdin Belan Çekmişem Bir Hayli Zaman Senin  Ağam Mendilin Hani  Paşam Mendilin Hani  Durmaz Parmağın Kanı  Benim Sevdiğim Sensin  Senin Sevdiğin Hani Kaşların Oydu Beni Bir Güzel Soydu Beni Evvel Böyle Değildim Bu Derde Koydu Beni  Ağam Mendilin Hani  Paşam Mendilin Hani  Durmaz Parmağın Kanı  Benim Sevdiğim Sensin  Senin Sevdiğin Hani Kaşların Mildir Yârim Dilin Bülbüldür Yârim Aramız Dağlar Olmuş Kalbimiz Birdir Yârim  Ağam Mendilin Hani  Paşam Mendilin Hani  Durmaz Parmağın Kanı  Benim Sevdiğim Sensin  Senin Sevdiğin Hani
Kaşlarının Karesi,Çorum,Çorum-Rıfat Özsaraç,Kaşlarının Karesi Kalbimdedir Yaresi Öyle Bir Derde Düştüm Nedir Bunun Çaresi  Kapısına Kapısına Kul Oldum  Ben O Yarin Gözlerine Vuruldum  Bir Vefasız Yüzünden  Yandım Yandım Kül Oldum Hep Böyle Dolaşılmaz Karlı Dağlar Aşılmaz Yarinden Ayrılanlar Kolayca Kavuşulmaz  Kapısına Kapısına Kul Oldum  Ben O Yarin Gözlerine Vuruldum  Bir Vefasız Yüzünden  Yandım Yandım Kül Oldum
Kaşımın Karasına ,Orta Anadolu,Orta Anadolu-Necmiye Hanım-Muzaffer Özden-Plaktan Yazıldı,Kaşımın Karasına  Gül Koydum Arasına Yaralı Ceylan Gibi  Melerim Arkasına  Hadi Yandım Sürmeli  Göğsü Çapraz Düğmeli  Bir Aklıma Düşünce  Seni Nerde Bulmalı  Uçan Kuşa Sormalı Vay Bağa Gel Bostana Gel Zülüfün Destele Gel Beni Burda Bekletme Yalandan Hastalan Gel  Hadi Yandım Sürmeli  Göğsü Çapraz Düğmeli  Bir Aklıma Düşünce  Seni Nerde Bulmalı  Uçan Kuşa Sormalı Vay Bahçelerin Gülüyüm Dalında Bülbülüyüm Boyum Benzer Fidana Anadolu Gülüyüm  Hadi Yandım Sürmeli  Göğsü Çapraz Düğmeli  Bir Aklıma Düşünce  Seni Nerde Bulmalı  Uçan Kuşa Sormalı Vay
Kaşın Kara İken Ezelden Kare,Tokat,Tokat/Artova-Yöre Ekibi-Talip Özkan,Kaşın Kara İken Ezelden Kare Sürme Çekmeyinen Kaş Kare Olmaz Yâr İki Büyüğe Sor Sual Eyle Bir Yol Öpmeyinen Yüz Kare Olmaz Üç Güzel Geliyor Karşı Bağlardan Kaşın Değil Gözün Beni Ağlatan Satın M’aldın Güzelliği Mevla’dan Gider Bu Güzellik Sana Da Kalmaz
Kebabın Tuzu Gibi,Karaman,Karaman-Yılmaz Turhan-Nurettin Çamlıdağ,Kebabın Tuzu Gibi Ağlarım Kuzu Gibi Ben Seni Çok Severim Gönül Yıldızı Gibi  Al Bizi Odalara Koy Efendim  Üstümüzden Altın Kilit Vur Efendim  Ne Var Bunda Darılacak A Efendim Kebabı İnce Doğra Geçer İken Bize Uğra Benden Başka Seversen Bilinmez Derde Uğra  Al Bizi Odalara Koy Efendim  Üstümüzden Altın Kilit Vur Efendim  Ne Var Bunda Darılacak A Efendim Limo Zülfün Beliktir Gerdana Gölgeliktir Ben Seni Görmeyeli Yaralarım Deliktir  Al Bizi Odalara Koy Efendim  Üstümüzden Altın Kilit Vur Efendim  Ne Var Bunda Darılacak A Efendim
Kediyi Koydum Torbaya,Orta Anadolu,Orta Anadolu-Yöre Ekibi-Ankara Devlet Konservatuarı,Kediyi Koydum Torbaya Başını Soktu Çorbaya Döverim Olmaz Terbiye Ali Babanın Koca Kedisi Kaşlarda Gezer Sürüsü Eve De Gelmez Birisi Ciğeri Yer Yok Gerisi Ali Babanın Koca Kedisi
Kef Üstünde Kefimize (Meşe Beyi),Azerbaycan,Azerbaycan-İslam Rızaev-Banttan Yazıldı,Kef Üstünde Kefimize Gelip Çıktı Meşe Beyi Buyur Dedim Attan Düştü Bardaş Kurdu Meşe Beyi Yamçısını Attı Yana Çantasını Astı Dala Yavaş Yavaş Bala Bala Biznen Vurdu Meşe Beyi İssi Kebab İssi Fetir Doymağ Olmur Gene Getir Bıyığlarını Arada Bir Eşip Burdu Meşe Beyi Altmış İli Verip Yele Düşmeyipdir Ruhdan Hele Karşılığda Bir Gözele Gözde Vurdu Meşe Beyi Yahasını Açtı Küleh Sinesinde Coştu Yüreh Hüseynile Ahıra Deh Öldü Galdı Meyşe Beyi Balam
